,빈도수
주의력,19
결핍,60
과잉,64
행동,534
장애,954
변조,1074
시각,1124
사물함,63
페이지,870
성상,59
생물막,56
베드,380
트레일러,163
보더,6
가요,492
퀴놀린,56
유효,2735
성분,5695
오토,257
질환,2108
체형,248
열전,439
컴퓨팅,1287
반찬,23
백혈구,36
항원,500
대립유전자,21
특이,822
펩타이드,490
독수,28
기지국,1656
말초,53
결절,18
액세스,1922
에칭,1196
양조,12
주가,80
맥주,167
단백질,1707
분비,188
블렌드,69
벤팅,50
응집,599
제재,22
유동,3352
부호화,779
영화,43
속성,894
언어,481
유기,6542
히드로,127
복사,395
미드,160
신경,304
발달장애,16
행성,120
방폭벽용,2
면진,114
자금세탁,4
수질,404
처방,151
먹넌출,2
변환기,462
액티브,455
나노,2737
지체,1360
가금류,49
사의,176
부하,1723
실데나필,19
손실,910
함수,1005
팽창,1430
수축,797
거동,303
스탬핑,51
방사선,1124
적외선,839
오로라,4
스펙트럼,756
플렉서블,989
크리,98
센트,19
레벨,2308
차등,86
자중,149
다축,94
적분,143
리가,70
냉방,249
저해,372
피리,102
디닐,18
무수,386
에센스,46
파운데이션,35
충진,609
팩트,44
클로스,36
디움,20
보툴리눔,36
독소,109
나노입자,718
가스연료,88
보존화,2
제스처,297
장거리,53
신경망,1140
도금,1666
그로,214
냉동,564
소결,614
복원력,189
이중수,6
전개,404
소셜,195
셔터,386
장판,84
타프,11
직착등,3
스캐너,363
탐측,18
쿨링,187
펠러,10
정수,1368
풍속,145
유래,1375
실리카,659
임베디드,141
강유전체,69
생리학,68
연성동,18
배면,828
다차원,65
세균,366
감염,585
정균,1
세포외기질,18
프룩토스,3
알콕시,107
메틸퍼퓨랄,2
퓨란,55
카르복실산,255
밀리미터,92
구축,1182
가능성,452
계획,461
적응,677
중공,2361
밀봉,1755
픽셀,2053
테로,321
클릭,224
접착제,1876
메틸페니데이트,7
프로,1413
성장,1065
스테이션,717
폴리,3814
실록,608
화성,1282
규소,892
지부,3414
투사,294
용융,1700
셀레늄,113
중량,9503
광원,2415
아민,597
월동,8
말벌,25
크레이핑,3
엔도,32
텔린,4
수용체,529
항체,1108
선별,773
수학,231
모델링,726
구증,6
구포,2
구기자,42
결빙,206
부식,572
억제제,531
계전기,108
노랑,7
느타리버섯,23
닥나무,32
혼합,6517
항노화,43
근적외선,255
분광법,59
피로,355
가시,456
해당화,3
곰보,20
배추,102
여드름,106
완화,784
수송,751
관절염,134
음극,2084
증진,759
리튬,3513
휘발,643
유도전동기,6
니트,783
반사,2314
운전자,1153
결합체,165
관능기,182
함량,1306
다공,1458
산성,364
유기화합물,149
흡착제,325
트레인,237
인증,3017
조리기구,68
사진,537
스튜디오,19
방수재,102
글라스,455
무질,19
재료,6334
급속,283
템플릿,367
블랭크,314
프린트,741
용변,64
후성,122
전지,4069
코히어런트,13
간섭현상,7
아날로그,513
지수,669
백업,217
착색,350
컬러,1303
재액,158
불휘,215
발성,261
냉기,293
잉크젯,256
정장,117
사람,913
무장애,2
전망대,20
구근,24
저항기,65
글루코스,67
입찰,168
베팅,11
근거리,510
입출력,423
아이스팩,57
합판,273
트랜지스터,3065
오물,62
투수,209
소환,46
치환,898
이환,6
아졸,99
농약,177
고온,1263
해체,305
신속,166
류코,28
노스,61
로이,59
데스,63
균주,820
생리,308
요거트,8
향각,107
스트리밍,533
레트로,4
전주용,46
품질,2060
즉시,161
트랜스,642
포즈,162
가중,760
제주,31
히트,647
폐색,177
우형,4
동형,113
몰탈,311
유연성,390
붕소,164
비정질,254
하드,743
유니버설,20
유도가열,115
자장,30
수처리,490
전차선,58
정전용량,214
권선,724
철골빔,5
뉴캐슬,15
뇌종양,22
용해,934
식기세척기,32
물꼬,4
소방시설,58
스트림,1424
설정,10925
판독,1412
코딩,1140
침투,654
주문,800
시제,142
광경,348
당근,47
유합,18
정재,65
거더,869
이득,277
잔디,180
충진재,179
농기구,4
클라이언트,1007
말단,843
노출,3111
폐암,81
전자부품,336
샘플,1557
물성,604
히알루론산,162
대형,430
외곽,669
글리코,38
실화,123
당단백질,51
파일드라이버,7
아우,415
유제,34
제어기,1606
경화,1413
고체,1373
소자,8966
낚싯대,95
감지기,297
어닐링,224
스타,254
향유,11
바이오,1363
백색,272
평면,1993
안과,107
역주행,28
블로킹,129
드라이브,434
에스컬레이터,62
로딩,868
메탈,567
스텝,469
목재,643
보존,450
동기,820
진기,307
어레,295
플레이어,183
방위,191
기후변화,30
리포좀,120
일렉트로,82
컨택,551
시기,482
경기,143
어플리케이션,1224
동시,5162
공용,373
이산화탄소,720
복원,854
모르타르,348
슬래브,719
광분해,24
육묘,108
창살,14
반려,96
사료,678
레시피,257
도출,1089
변좌,26
도료,863
비산,524
위치인식,27
크라우드소싱,47
세기,622
응축,1362
핀휜,8
싱크,389
먹스,25
그라비아,67
잉크,1163
도면,284
축산,152
폐수처리,91
활성탄,374
소취,137
건성,26
계측기,124
판별,1272
고철,16
게르마늄,163
나노와이어,248
전염병,57
위해,9479
검진,91
진료,305
측위,384
하이퍼,81
미네랄,226
수의,623
노이즈,631
클리닝,312
획득,7369
테트라,331
플루오르,109
에틸렌,732
메타,899
대기,1068
콘텐츠,3130
볼륨,367
홍수,116
히스테리시스,25
구간,2469
디아,285
아스,47
페룰,24
장벽,318
염증,992
피부질환,50
재밍,49
노드,3771
채팅,168
연산동,2
약제학,380
허용,1469
레드,385
보완,194
의사,269
레이블,152
심층,160
전자레인지,25
빙수,62
하중,1459
고압,1369
툴용,3
가상화,183
전산실,24
운용,925
햅틱,261
피드백,1052
풍구,65
파쇄,917
디메틸,146
에테르,577
수득,651
판재,882
자기장,752
자기저항,22
장착기,7
제약,408
위장,78
체류,183
경구,64
포밍,138
워터마크,89
질산,114
질소,1175
폴리아미드,491
역삼투,53
혈량,7
유출,1591
수구,236
침전,507
검색,1707
프로파일,1091
잉곳,268
탈취,647
물막,30
악기,53
타겟,2219
핵산,612
서열,844
최대,1308
리지,381
뉴클레오타이드,123
봉제,146
중직,8
다운,483
직물,584
근사,49
층막,33
권취형,15
전기화학,441
감자,116
업체,561
화면,2057
정용,112
정건,3
워터,418
절삭유,321
동영상,773
언어장애,5
침엽수,8
전동기,393
미산,27
차아염소산,136
자소,79
부스,567
불량,1180
판정,984
알고리즘,1114
공장,330
맥락,31
카테고리,496
계산,2296
도담,3
후드,381
수액,184
어뎁터,16
잔류,663
용이,249
유격,140
투광,339
과압,23
댐퍼,928
도시,220
열섬현상,12
하부구조,51
응력,571
현실,661
쇼핑,224
소듐,126
메르,34
캅토,18
에탄,77
설포,45
대장균,59
증폭,1076
프라이머,617
레이아웃,350
검증,1405
구리,1031
직면,62
모델,4878
바비큐,15
역기,48
입차,31
망간,322
평탄,574
장갑,219
이륙,22
펠리클,176
감육,7
모드,4838
변경,2916
위생용품,27
장애물,579
무인기,183
테이,524
강의,246
가상현실,359
사이니,60
질의,460
응답,2663
헤테로고리,93
유기물,449
층용,71
벽면,1011
업종,38
종사,50
상품,2676
할인,193
도달,733
필기,153
미디어,958
중인,417
화방,12
딸기,80
농도,2460
저항,2785
기간,1486
생선,82
양자,756
암호,1383
비아,534
스택,1041
인젝터,257
부위,3172
저분자,66
막걸리,80
상면,4255
컨디셔너,26
땅강아지,6
로타,10
까마귀쪽나무,6
이로,1014
덕트형,10
공기조화,123
능성,181
펄프,163
토양,635
손톱깎이,16
이미드,933
성금,3
속박,9
산출,4462
상대,1810
밝기,346
승강기,137
로프,606
스테이지,1358
충전기,414
내풍압용,1
소독기,62
필드,762
피처,415
콘트라스트,84
누룽지,101
과자,66
니트릴,190
라텍스,215
제의,609
수성,672
전자기기,470
부항,17
션팁,9
된장,98
모낭충,9
촉진,1030
아토피,160
투표,175
위임,59
타원,79
편광판,477
라우팅,235
중금속,185
임의,1352
정량,824
농축액,198
배수지,16
조회,351
가능,1845
프린팅,881
물체,1537
포드,39
공성,232
탄력,435
혼련기,13
중심,4151
중합체,3506
배향,911
코트,244
해당,3606
프로세서,3156
산화제,229
압전,382
조인,34
스위스,3
시닝,49
리튬이온,228
수용액,577
슬러리,714
그루,292
심장,223
혈관,690
입구,3013
기적,4297
셀프,150
유기성,208
혐기,155
합력,210
히든,56
대량,400
업무,517
할당,1556
불투명,80
로서,6175
아미,325
피리미딘,109
이드,2175
피닐,1
피롤,62
피리딘,99
레플,29
리카,37
몰드,1462
방빙,10
방오,78
자동변속기,82
꿀벌,70
진드기,54
위조,76
원격조작,11
수술,1271
마이,280
상관,455
콤비네이션,18
시메,99
본딩,483
작동,4949
부텐,62
압출형,6
감압성,17
차선,790
병합,264
폐쇄형,30
듀플렉스,35
주민,100
나눔,18
장터,5
침습,146
재성,48
전구,123
줄기세포,528
포집능,5
포집,656
분화,338
이차,1860
병리,46
부담,186
액화,1433
기화,501
돼지,257
생식기,38
호흡기,216
증후군,184
키메라,93
백신,346
급랭,20
응고,233
체성,60
친수성,337
넛츠,4
밀크,41
마시멜로,9
국부,238
난류,62
외면,1333
화염,392
우레,496
절환,51
누설,644
와전류,73
클러스터링,165
스케줄러,45
헤드폰,34
개발,652
프레임워크,133
가교,795
미립,446
골질,35
환의,132
엘리,385
오카,9
퍼스,104
페티,3
오라,14
투스,64
대사,154
프로판,92
프로펜,35
밴딩,112
제동장치,80
알룰,35
생체인식,63
풀무치,9
부화,64
고속,693
대리석,81
분해법,9
루테늄,126
코발트,263
로트,106
리베라,1
트릴,32
암석,34
원산지,29
소수성,325
난이도,141
테라헤르츠파,23
방송,1098
인터,1005
재난,567
실용,203
분해능,92
토목,69
분위기,360
방재,41
부채,46
공격,243
코드,3047
난독화,38
품종,240
첨가제,972
출력장치,74
장어,42
큐대,51
원유,116
석유화학,25
축합환,60
직교,598
주파수,3481
다중화,152
동기화,832
지렛대,65
변위,907
로우,729
열량,237
크레이터,9
회전체,485
풍차,24
폴리카보네이트,273
오버,530
도상,86
음식물,1008
사기,166
천일염,86
간수,8
상호작용,404
패킷,1364
식별자,818
전계,960
소모,401
기억,666
조류,425
배양,1405
초석,17
살포,267
스펜서,282
증착,1740
복합재,486
수명,922
팽화미,5
쌀맥즙,8
탁산,19
방아쇠,42
압출성,7
서로,7579
클래딩,44
레토르트,32
옥수수,109
에퀴세툼,3
테움,3
버스승강장,5
스쿨죤,2
시멘트,939
유방암,96
플라이,292
박엽,3
터치스크린,327
감성,180
분체,446
줄기,305
물류,397
운임,17
책정,26
간장,168
홍채,154
폴리프로필렌,341
스캔,1490
정합,516
미래,145
승객,287
수요,417
단어,582
문장,530
상관관계,135
설명,1160
가소성,1142
수분,1655
우레아,280
레인,354
오노,96
몰딩,268
보관량,5
싱하,545
저하,949
가습기,146
중앙,3906
비정상,378
불수,1
유산균,361
칠판,53
냉감,17
스펀,38
레이스,223
혼섬,6
조정제,66
펜용,1
리필,95
대역,1272
상의,3608
블런트,7
산각,3
전해질,1309
양극,1957
이모티콘,41
과립,246
도가니,339
컨버터,859
시츄,27
제제,614
이력,608
전판,35
경천,6
뿌리,365
결핵균,35
비결,26
항산,19
감별,96
구들,65
목용,4
항타,22
이방성,276
가연성,147
방사성폐기물,68
의존,315
인휠,40
페라이트,258
스테인리스강,127
기소,168
스큐,11
정정,162
증발기,530
로컬라이제이션,4
비시,40
안계,11
금액,625
비수,403
세션,472
아크릴,1668
실란,480
라디에이터,145
세탁기,305
레독스,93
특정,3797
운송,656
티타늄,389
개폐기,274
헥산,75
이성,25
임시,495
갱환,6
분기기,41
촉각,245
에틸렌글리콜,41
골분,28
요약,91
물이,2509
셀룰로오스,541
예후,224
나사,2322
냉각수,988
만두,113
전골,25
평판,648
매입,221
스터디,6
카페,57
연삭기,15
캡슐,922
에이트,90
벤조산,46
아닐린,17
성제,144
안정화,463
분무,429
에멀젼,195
시드,353
알데히드,92
산화,2319
에스테르화,54
에스테르,616
오버레이,239
지형,330
발목,135
일괄,105
기재,3079
균형,311
플래퍼,8
시료,1279
무니,9
뜰채,4
피펫,60
지연,980
청구,176
대행,150
테라,71
여행,241
열연,75
무산,18
냉연,33
아이콘,176
병원,449
집합,668
형체,587
경유,371
트립토판,44
록실,48
스파이,19
전기분해,252
착유,31
메틸,528
부틸,117
탄화수소,679
도징,33
비행장,32
단편,251
팩토리,87
고층,61
외벽,669
하향,875
원자성,1
당한,5
명의,79
탑승,696
트레이,467
컵홀더,50
아이스박스,3
갑오징어,3
원심분리기,67
낭성,6
막횡단,1
전도도,148
병진,102
바이크,34
데님,23
퇴색,12
색상,1073
투시,129
배변,203
확립,216
상시,178
클러치,877
냅킨,5
높낮이,294
상수도,66
전치,48
왜곡,371
카트리지,1111
분뇨,259
전화,171
통화시,1
호도,151
우삼겹,5
유부초밥,4
라이더,63
비타민,170
지장,52
경사면,623
호두,50
껍질,253
마모,210
감정인,14
솔더,283
싸인,16
모션,957
긴장,288
무기질,122
쓰루,27
논팩토,2
모노,818
통계,263
용존,116
애자,298
증식,374
나선형,377
환관,129
쇼크웨이브,4
클리,166
인프라,159
법규,21
충족,453
매트릭스,948
페난트리딘,2
퀴나,25
리간드,258
착체,79
단위,4214
골다공증,56
집적회로,168
점탄성,79
직진,165
무결,163
해시,181
재개,60
일시,309
중단,344
어블,10
구출,17
듀얼,396
효성,31
단선,169
유연,266
상향,1047
리브,533
잔교,39
인도교,25
차도,99
교의,11
반출,256
도어스,6
화소,2781
러스트,203
로타리,55
공력,10
폴리에스테르,750
재활,484
아파트,159
전단,835
성의,447
티탄산,21
칼륨,147
유선형,34
송공,18
급냉,32
관제,785
무늬,284
재현,210
맛사지,17
비추력,5
고성능,184
추진제,70
빨강,2
전신,74
추가,2875
노광,451
임피던스,548
원료,2190
인돌,55
약제,448
신하,473
음이온,529
방출,2236
실내장식,8
라지,20
오브젝트,916
렉소,6
인쇄판,20
유로,3326
스크,336
라이브,262
발음,137
질염,6
매크로,143
명령어,559
쿠폰,208
평행,1331
축전,212
샌드위치,140
랜덤,624
기하학,332
스테이,669
도입,1064
밀도,1125
리포단백질,4
콜레스테롤,100
시약,282
브리,107
모사,174
화동,11
일드,78
팰릿,28
원자로,272
종합,228
병렬,865
트랜잭션,664
투과,1687
스쿠터,89
슬라이드,1073
변류기,66
오거,102
데코,202
라미,407
전기자동차,381
송풍키트,3
균류,13
할로,89
입사,765
완전,272
매질,362
싱글,131
배송,477
설피,10
시스플라틴,18
구면,98
편집,363
영어,78
유속,246
혈당,193
식물성,247
조영제,31
정의,1909
좌표계,186
수량,428
증류,323
연소,924
취득,948
결정화,220
필라테스,27
아연,571
인터럽트,105
지정,1421
레티날,4
패킹,380
소상,16
공인,36
유기발광다이오드,160
소포,172
리코,35
예비,546
페어,271
용의,268
착탈부,18
날씨,133
용태,2
양광,3
지향성,157
산란,469
채용,282
영구,237
발주,96
악성코드,76
세포막,46
볼밀,17
엑스선,380
분별,71
팬텀,75
의안,15
지속,756
운행,759
범프,213
질감,140
고구마,125
말랭이,21
부팅,94
핸들링,133
캐시,275
프로톤,30
프리드,25
유핵정,6
폭발,215
일로,42
올리고당,72
감귤,51
일리지,6
곤충,213
사육,127
어패류,45
염수,158
흉막,8
폐렴,23
균체,59
코터,55
추천,1700
인지,1160
어구,45
클렌징,67
항목,556
자주,90
대파,49
라운드,689
애플리케이션,1381
음부,209
스크리닝,188
곡면,838
빌딩,281
도메인,739
의미론,23
러블,680
골격계,40
간소화,282
랜드마크,53
한지,49
유행,19
입방,24
군집,461
관심,727
엑세스,84
판단,5695
윤곽,213
히팅,259
맵핑,219
징용,109
장애인,169
고려,790
웨딩,34
대면,574
상담,264
방열기,41
추력,153
바이,875
카바,201
사방,168
호수,35
수초,23
무척추동물,3
채집,99
클랜,11
용병,12
상황,2138
파킹,107
수배,291
전광판,209
개스킷용,10
방청제,27
개스킷,93
수치,479
무황변,6
크랙,397
토지,71
발굴,61
가치,278
비유,85
동식,79
열분해,370
누전,105
파형,765
경간,18
성설,3
사병,6
로타바이러스,8
메쉬,766
계면,537
공사,402
리턴,258
절수,31
분자량,565
불이익,3
턴오버,9
커패시턴스,173
라이스,332
아키텍처,135
로밍,22
트윈,111
로터리,344
별명,12
열전도,212
기생,128
포크,252
코칭,43
이스트,172
들깨,54
염색체,34
별로,1593
유전형,39
단일염기다형성,22
비만,307
각방,13
데드존,10
모스,33
알콜,150
물량,25
스폰지,58
사막,236
캘리,233
